Code-EOD,Country-EOD,Currency-EOD,Exchange-EOD,ISIN,Name-EOD,Type-EOD,previousClose-EOD,previousCloseDate-EOD,country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
DPSI,USA,USD,US,US24345A5074,DecisionPoint Systems Inc,Common Stock,5.5600000000000005,2022-08-02,,,,,,,DECISIONPOINT SYSTEMS INC/CA,Technology,DECISIONPOINT SYSTEMS INC/CA,DPSI,DPSI,,,
DECK,USA,USD,US,US2435371073,Deckers Outdoor Corporation,Common Stock,307.5,2022-08-02,,,,,,,DECKERS OUTDOOR CORP,"Consumer, Cyclical",DECKERS OUTDOOR CORP,DECK,DECK,,,
DEEPAKFERT,India,INR,NSE,INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited,Common Stock,799.65,2022-08-03,,,,,,,DEEPAK FERTILISERS & PETRO,Basic Materials,DEEPAK FERTILISERS & PETRO,DEEPAKFER,DEEPAKFER,India,NSE,INR
DEEPAKNTR,India,INR,NSE,INE288B01029,Deepak Nitrite Limited,Common Stock,1964.5,2022-08-03,,,,,,,DEEPAK NITRITE LTD,Basic Materials,DEEPAK NITRITE LTD,DEEPAKNTR,DEEPAKNTR,India,NSE,INR
DEER,USA,USD,US,US24379J2006,Deer Consumer Prodct,Common Stock,0.0002,2022-08-02,,,,,,,DEER CONSUMER PRODUCTS INC,"Consumer, Cyclical",DEER CONSUMER PRODUCTS INC,NOINFO,DEER,,,
DE,USA,USD,US,US2441991054,Deere & Company,Common Stock,336.51,2022-08-03,,,,,,,DEERE & CO,Industrial,DEERE & CO,DE,DE,,,
DEFN,Canada,CAD,V,CA2446331035,Defense Metals Corp,Common Stock,0.185,2022-08-02,,,,,,,DEFENSE METALS CORP,Basic Materials,DEFENSE METALS CORP,DEFN,DEFN,,,
DKL,UK,GBX,LSE,CY0106502111,Dekeloil Public Ltd,Common Stock,3.1,2022-08-03,,,,,,,DEKEL AGRI-VISION PLC,"Consumer, Non-cyclical",DEKEL AGRI-VISION PLC,ASQ1,DKL,United Kingdom,LSE,GBP
DELM,Philippines,PHP,PSE,VGG270541169,Del Monte Pacific Ltd,Common Stock,14.2,2022-08-03,,,,,,,DEL MONTE PACIFIC LTD,"Consumer, Non-cyclical",DEL MONTE PACIFIC LTD,D03,D03,,,
DDF,USA,USD,US,US2459151039,Delaware Investments Dividend and Income Closed Fund,FUND,9.37,2022-08-02,,,,,,,DELAWARE INV DIVIDEND & INC,,DELAWARE INV DIVIDEND & INC,DDF,DDF,,,
DLEKG,Israel,ILA,TA,IL0010841281,Delek Group,Common Stock,52200.0,2022-08-03,,,,,,,DELEK GROUP LTD,Energy,DELEK GROUP LTD,DLEKG,DLEKG,Israel,TASE,ILS
DKL,USA,USD,US,US24664T1034,Delek Logistics Partners LP,Common Stock,54.1,2022-08-03,,,,,,,DELEK LOGISTICS PARTNERS LP,Energy,DELEK LOGISTICS PARTNERS LP,DKL,DKL,,,
DK,USA,USD,US,US24665A1034,Delek US Energy Inc,Common Stock,27.23,2022-08-02,,,,,,,DELEK US HOLDINGS INC,Energy,DELEK US HOLDINGS INC,DK,DK,,,
ALDEL,France,EUR,PA,FR0000054132,Delfingen,Common Stock,46.0,2022-08-03,,,,,,,DELFINGEN INDUSTRY,"Consumer, Cyclical",DELFINGEN INDUSTRY,ALDEL,ALDEL,France,SBF,EUR
DWNX,USA,USD,US,US2466941034,Delhi Bank Corp,Common Stock,20.5,2022-08-02,,,,,,,DELHI BANK CORP,Financial,DELHI BANK CORP,CURRENT,DWNX,,,
3392,Japan,JPY,TSE,JP3549350001,Delica Foods Co Ltd,Common Stock,506.0,2022-08-03,,,,,,,DELICA FOODS HOLDINGS CO LTD,"Consumer, Non-cyclical",DELICA FOODS HOLDINGS CO LTD,3392,3392,Japan,TSEJ,JPY
DHER,Germany,EUR,XETRA,DE000A2E4K43,Delivery Hero SE,Common Stock,51.36,2022-08-03,,,,,,,DELIVERY HERO SE,Communications,DELIVERY HERO SE,XETRA,DHER,Switzerland,EBS,CHF
DLPX,USA,USD,US,US24712X1063,Delphax Technologies Inc,Common Stock,0.0993,2022-08-02,,,,,,,DELPHAX TECHNOLOGIES INC,Technology,DELPHAX TECHNOLOGIES INC,CURRENT,DLPX,,,
DELX,Canada,CAD,V,CA24721L1013,DelphX Capital Markets Inc,Common Stock,0.16,2022-08-03,,,,,,,DELPHX CAPITAL MARKETS INC,Financial,DELPHX CAPITAL MARKETS INC,DELX,DELX,,,
DELTAMAGNT,India,INR,NSE,INE393A01011,Delta Manufacturing Limited,Common Stock,76.5,2022-08-03,,,,,,,DELTA MANUFACTURING LTD,Industrial,DELTA MANUFACTURING LTD,DELTAMAGNT,DELTAMAGN,India,NSE,INR
DLTA,USA,USD,US,US24778R3084,Delta Oil & Gas Inc,Common Stock,0.07,2022-08-02,,,,,,,DELTA OIL & GAS INC,Energy,DELTA OIL & GAS INC,DLTA,DLTA,,,
DEMANT,Denmark,DKK,CO,DK0060738599,Demant A/S,Common Stock,276.1,2022-08-03,,,,,,,DEMANT A/S,"Consumer, Non-cyclical",DEMANT A/S,XETRA,WDH1,Germany,FWB,EUR
DEN,India,INR,NSE,INE947J01015,Den Networks Limited,Common Stock,35.15,2022-08-03,,,,,,,DEN NETWORKS LTD,Communications,DEN NETWORKS LTD,DEN,DEN,India,NSE,INR
DNN,USA,USD,US,CA2483561072,Denison Mines Corp,Common Stock,1.19,2022-08-03,,,,,,,DENISON MINES CORP,Industrial,DENISON MINES CORP,XETRA,IUQ,,,
4061,Japan,JPY,TSE,JP3549600009,Denka Co Ltd,Common Stock,3410.0,2022-08-03,,,,,,,DENKA CO LTD,Basic Materials,DENKA CO LTD,4061,4061,Japan,TSEJ,JPY
DMKBA,USA,USD,US,US24847N1063,Denmark Bancshares Inc,Common Stock,39.68,2022-08-02,,,,,,,DENMARK BANCSHARES INC - A,Financial,DENMARK BANCSHARES INC - A,PREMQX,DMKBA,,,
DENN,USA,USD,US,US24869P1049,Denny’s Corp,Common Stock,9.47,2022-08-02,,,,,,,DENNY'S CORPORATION,"Consumer, Cyclical",DENNY'S CORPORATION,SCM,DENN,,,
1452,Hong Kong,HKD,HK,KYG2810N1088,Denox Envi & Tech Hldg Ltd,Common Stock,0.09,2022-08-03,,,,,,,DENOX ENVIRONMENTAL & TECHNO,Basic Materials,DENOX ENVIRONMENTAL & TECHNO,1452,1452,,,
4324,Japan,JPY,TSE,JP3551520004,Dentsu Inc.,Common Stock,4630.0,2022-08-03,,,,,,,DENTSU GROUP INC,Communications,DENTSU GROUP INC,4324,4324,Japan,TSEJ,JPY
DNVB,USA,USD,US,US2490821087,Denver Bankshares Inc,Common Stock,245.0,2022-08-02,,,,,,,DENVER BANKSHARES INC,Financial,DENVER BANKSHARES INC,CURRENT,DNVB,,,
603056,China,CNY,SHG,CNE100002SZ0,Deppon Logistics Co Ltd,Common Stock,13.15,2022-08-03,,,,,,,DEPPON LOGISTICS CO LTD-A,Industrial,DEPPON LOGISTICS CO LTD-A,603056,603056,China,SEHKNTL,CNH
DMP,Germany,EUR,XETRA,DE000A2GS5D8,Dermapharm Holding SE,Common Stock,58.8,2022-08-03,,,,,,,DERMAPHARM HOLDING SE,"Consumer, Non-cyclical",DERMAPHARM HOLDING SE,XETRA,DMP,Germany,IBIS,EUR
DAU,Canada,CAD,V,CA25039N4084,Desert Gold Ventures Inc,Common Stock,0.075,2022-08-02,,,,,,,DESERT GOLD VENTURES INC,Basic Materials,DESERT GOLD VENTURES INC,DAU,DAU,,,
1545,Hong Kong,HKD,HK,KYG2819M1015,Design Capital Ltd,Common Stock,0.10400000000000001,2022-08-03,,,,,,,DESIGN CAPITAL LTD,"Consumer, Cyclical",DESIGN CAPITAL LTD,1545,1545,,,
DBI,USA,USD,US,US2505651081,Designer Brands Inc,Common Stock,15.3,2022-08-03,,,,,,,DESIGNER BRANDS INC-CLASS A,"Consumer, Cyclical",DESIGNER BRANDS INC-CLASS A,DBI,DBI,,,
DESTQ,USA,USD,US,US25065D1000,Destination Maternity Corporation,Common Stock,0.0001,2022-08-02,,,,,,,DESTINATION MATERNITY CORP,"Consumer, Cyclical",DESTINATION MATERNITY CORP,NOINFO,DESTQ,,,
DEST,UK,GBX,LSE,GB00BDHSP575,Destiny Pharma PLC,Common Stock,40.5,2022-08-03,,,,,,,DESTINY PHARMA PLC,"Consumer, Non-cyclical",DESTINY PHARMA PLC,ASQ1,DEST,United Kingdom,LSE,GBP
DBK,Germany,EUR,XETRA,DE0005140008,Deutsche Bank Aktiengesellschaft,Common Stock,8.564,2022-08-03,,,,,,,DEUTSCHE BANK AG-REGISTERED,Financial,DEUTSCHE BANK AG-REGISTERED,DB,DB,Mexico,NYSE,USD
DTE,Germany,EUR,XETRA,DE0005557508,Deutsche Telekom AG,Common Stock,18.66,2022-08-03,,,,,,,DEUTSCHE TELEKOM AG-REG,Communications,DEUTSCHE TELEKOM AG-REG,DTEN,DTEN,Mexico,MEXI,MXN
DWNI,Germany,EUR,XETRA,DE000A0HN5C6,Deutsche Wohnen SE,Common Stock,24.51,2022-08-03,,,,,,,DEUTSCHE WOHNEN SE,Financial,DEUTSCHE WOHNEN SE,XETRA,DWNI,Germany,IBIS,EUR
DEZ,Germany,EUR,XETRA,DE0006305006,DEUTZ Aktiengesellschaft,Common Stock,4.018,2022-08-03,,,,,,,DEUTZ AG,Industrial,DEUTZ AG,XETRA,DEZ,Germany,IBIS,EUR
DEVIT,India,INR,NSE,INE060X01018,Dev Information Technology Limited,Common Stock,194.55,2022-08-03,,,,,,,DEV INFORMATION TECHNOLOGY L,Technology,DEV INFORMATION TECHNOLOGY L,DEVIT,DEVIT,India,NSE,INR
DEV,Australia,AUD,AU,AU000000DEV5,DevEx Resources Ltd,Common Stock,0.33,2022-08-03,,,,,,,DEVEX RESOURCES LTD,Basic Materials,DEVEX RESOURCES LTD,DEV,DEV,Australia,ASX,AUD
GSD,Canada,CAD,V,CA2518341078,Devonian Health Group Inc,Common Stock,0.45,2022-08-02,,,,,,,DEVONIAN HEALTH GROUP INC,"Consumer, Non-cyclical",DEVONIAN HEALTH GROUP INC,GSD,GSD,,,
DVO,UK,GBX,LSE,GB0002670437,Devro plc,Common Stock,183.0,2022-08-03,,,,,,,DEVRO PLC,"Consumer, Non-cyclical",DEVRO PLC,SSMM,DVO,United Kingdom,LSE,GBP
DEWY,USA,USD,US,US2520631027,The Dewey Electronics Corporation,Common Stock,3.0,2022-08-02,,,,,,,DEWEY ELECTRONICS CORP,Industrial,DEWEY ELECTRONICS CORP,NOINFO,DEWY,,,
DEWM,USA,USD,US,US25211R1023,Dewmar Intl Bmc Inc,Common Stock,0.0001,2022-08-02,,,,,,,DEWMAR INTERNATIONAL BMC INC,"Consumer, Non-cyclical",DEWMAR INTERNATIONAL BMC INC,NOINFO,DEWM,,,
2019,Hong Kong,HKD,HK,KYG2751H1020,Dexin China Holdings,Common Stock,2.0,2022-08-03,,,,,,,DEXIN CHINA HOLDINGS CO LTD,Financial,DEXIN CHINA HOLDINGS CO LTD,2019,2019,,,
DFMFOODS,India,INR,NSE,INE456C01020,DFM Foods Limited,Common Stock,214.45,2022-08-03,,,,,,,DFM FOODS LTD,"Consumer, Non-cyclical",DFM FOODS LTD,DFMFOODS,DFMFOODS,India,NSE,INR
DHAMPURSUG,India,INR,NSE,INE041A01016,Dhampur Sugar Mills Limited,Common Stock,231.55,2022-08-03,,,,,,,DHAMPUR SUGAR MILLS LTD,"Consumer, Non-cyclical",DHAMPUR SUGAR MILLS LTD,DHAMPURSU,DHAMPURSU,India,NSE,INR
DHANBANK,India,INR,NSE,INE680A01011,Dhanlaxmi Bank Limited,Common Stock,12.35,2022-08-03,,,,,,,DHANLAXMI BANK LTD,Financial,DHANLAXMI BANK LTD,DHANBANK,DHANBANK,India,NSE,INR
DHANUKA,India,INR,NSE,INE435G01025,Dhanuka Agritech Limited,Common Stock,702.1,2022-08-03,,,,,,,DHANUKA AGRITECH LTD,Basic Materials,DHANUKA AGRITECH LTD,DHANUKA,DHANUKA,India,NSE,INR
DHUNINV,India,INR,NSE,INE320L01011,Dhunseri Investments Limited,Common Stock,588.55,2022-08-03,,,,,,,DHUNSERI INVESTMENTS LTD,Financial,DHUNSERI INVESTMENTS LTD,DHUNINV,DHUNINV,India,NSE,INR
DVL,India,INR,NSE,INE477B01010,Dhunseri Ventures Limited,Common Stock,206.4,2022-08-03,,,,,,,DHUNSERI VENTURES LTD,Financial,DHUNSERI VENTURES LTD,DVL,DVL,India,NSE,INR
DEO,USA,USD,US,US25243Q2057,Diageo PLC ADR,Common Stock,190.65,2022-08-03,,,,,,,DIAGEO PLC-SPONSORED ADR,"Consumer, Non-cyclical",DIAGEO PLC-SPONSORED ADR,DEON,DEON,,,
DIA,UK,GBX,LSE,GB0033057794,Dialight plc,Common Stock,268.0,2022-08-03,,,,,,,DIALIGHT PLC,Industrial,DIALIGHT PLC,SET3,DIA,United Kingdom,LSE,GBP
DMI,Canada,CAD,V,CA2525312070,Diamcor Mining,Common Stock,0.195,2022-08-02,,,,,,,DIAMCOR MINING INC,Basic Materials,DIAMCOR MINING INC,INTPRIMQX,DMIFF,,,
DMAC,USA,USD,US,CA25253X2077,DiaMedica Therapeutics Inc,Common Stock,1.6099999999999999,2022-08-03,,,,,,,DIAMEDICA THERAPEUTICS INC,"Consumer, Non-cyclical",DIAMEDICA THERAPEUTICS INC,SCM,DMAC,,,
DHIL,USA,USD,US,US25264R2076,Diamond Hill Investment Group Inc,Common Stock,188.27,2022-08-02,,,,,,,DIAMOND HILL INVESTMENT GRP,Financial,DIAMOND HILL INVESTMENT GRP,NMS,DHIL,,,
DIAPOWER,India,INR,NSE,INE989C01012,Diamond Power Infra Ltd,Common Stock,1.9,2022-08-02,,,,,,,DIAMOND POWER INFRA LIMITED,Industrial,DIAMOND POWER INFRA LIMITED,DIAPOWER,DIAPOWER,,,
DHCC,USA,USD,US,US25278S1006,Diamondhead Casino Corp,Common Stock,0.49,2022-08-02,,,,,,,DIAMONDHEAD CASINO CORP,"Consumer, Cyclical",DIAMONDHEAD CASINO CORP,CURRENT,DHCC,,,
DPWW,USA,USD,US,US25367R2031,Diego Pellicer Worldwide Inc,Common Stock,0.006900000000000001,2022-08-02,,,,,,,DIEGO PELLICER WORLDWIDE INC,"Consumer, Non-cyclical",DIEGO PELLICER WORLDWIDE INC,CURRENT,DPWW,,,
DIE,Germany,EUR,F,DE0005580005,Dierig Holding AG,Common Stock,14.4,2022-08-03,,,,,,,DIERIG HOLDING AG,"Consumer, Cyclical",DIERIG HOLDING AG,XETRA,DIE1,Germany,IBIS,EUR
DFFN,USA,USD,US,US2537484048,Diffusion Pharmaceuticals Inc,Common Stock,6.6999,2022-08-03,,,,,,,DIFFUSION PHARMACEUTICALS IN,"Consumer, Non-cyclical",DIFFUSION PHARMACEUTICALS IN,SCM,DFFN,,,
DTGI,USA,USD,US,US25375L2060,Digerati Technologies Inc,Common Stock,0.09970000000000001,2022-08-02,,,,,,,DIGERATI TECHNOLOGIES INC,Communications,DIGERATI TECHNOLOGIES INC,CURRENT,DTGI,,,
DMRC,USA,USD,US,US25381B1017,Digimarc Corporation,Common Stock,16.71,2022-08-03,,,,,,,DIGIMARC CORP,Technology,DIGIMARC CORP,NMS,DMRC,,,
DIGP,USA,USD,US,US2538252022,Digipath Inc,Common Stock,0.0129,2022-08-02,,,,,,,DIGIPATH INC,"Consumer, Non-cyclical",DIGIPATH INC,DIGP,DIGP,,,
34,China,CNY,SHE,CNE000000DQ6,Digital China Group Co Ltd,Common Stock,18.91,2022-08-03,,,,,,,DIGITAL CHINA GROUP CO LTD-A,"Consumer, Cyclical",DIGITAL CHINA GROUP CO LTD-A,000034,000034,China,SEHKSZSE,CNH
DGTW,USA,USD,US,US25400E1029,DigitalTown Inc,Common Stock,0.0001,2022-08-02,,,,,,,DIGITALTOWN INC,Technology,DIGITALTOWN INC,LIMITED,DGTW,,,
DNAMEDIA,India,INR,NSE,INE016M01021,Diligent Media Corporation Limited,Common Stock,3.1,2022-08-03,,,,,,,DILIGENT MEDIA CORP LTD,Communications,DILIGENT MEDIA CORP LTD,DNAMEDIA,DNAMEDIA,India,NSE,INR
DBL,India,INR,NSE,INE917M01012,Dilip Buildcon Limited,Common Stock,246.4,2022-08-03,,,,,,,DILIP BUILDCON LTD,Industrial,DILIP BUILDCON LTD,DBL,DBL,India,NSE,INR
DDS,USA,USD,US,US2540671011,Dillards Inc,Common Stock,242.2,2022-08-03,,,,,,,DILLARDS INC-CL A,"Consumer, Cyclical",DILLARDS INC-CL A,DDS,DDS,,,
DSG,UK,GBX,LSE,GB00B13QQB40,Dillistone Group,Common Stock,21.5,2022-08-03,,,,,,,DILLISTONE GROUP PLC,Technology,DILLISTONE GROUP PLC,ASQ1,DSG,United Kingdom,LSE,GBP
DIMC,USA,USD,US,US25432W1045,Dimeco Inc,Common Stock,48.25,2022-08-02,,,,,,,DIMECO INC,Financial,DIMECO INC,PREMQX,DIMC,,,
DXB,Australia,AUD,AU,AU000000DXB7,Dimerix Ltd,Common Stock,0.155,2022-08-03,,,,,,,DIMERIX LTD,"Consumer, Non-cyclical",DIMERIX LTD,DXB,DXB,Australia,ASX,AUD
DIN,USA,USD,US,US2544231069,Dine Brands Global Inc,Common Stock,75.03,2022-08-03,,,,,,,DINE BRANDS GLOBAL INC,"Consumer, Cyclical",DINE BRANDS GLOBAL INC,DIN,DIN,,,
DIOD,USA,USD,US,US2545431015,Diodes Incorporated,Common Stock,81.86,2022-08-02,,,,,,,DIODES INC,Technology,DIODES INC,NMS,DIOD,,,
DOS,Canada,CAD,V,CA25455U1003,Dios Exploration Inc.,Common Stock,0.04,2022-08-02,,,,,,,DIOS EXPLORATION INC,Basic Materials,DIOS EXPLORATION INC,DOS,DOS,,,
DCTA,UK,GBX,LSE,GB00BSM98843,Directa Plus PLC,Common Stock,96.0,2022-08-03,,,,,,,DIRECTA PLUS PLC,Industrial,DIRECTA PLUS PLC,ASQ1,DCTA,United Kingdom,LSE,GBP
DRTT,USA,USD,US,CA25490H1064,Dirtt Environmen,Common Stock,0.9567,2022-08-03,,,,,,,DIRTT ENVIRONMENTAL SOLUTION,Industrial,DIRTT ENVIRONMENTAL SOLUTION,DRT,DRT,,,
DISI,Israel,ILA,TA,IL0006390137,Discount Investment Corp Ltd,Common Stock,762.9,2022-08-03,,,,,,,DISCOUNT INVESTMENT CORP-REG,Financial,DISCOUNT INVESTMENT CORP-REG,DISI,DISI,Israel,TASE,ILS
DSCV,UK,GBX,LSE,GB0000055888,Discoverie Group PLC,Common Stock,751.0,2022-08-03,,,,,,,DISCOVERIE GROUP PLC,Industrial,DISCOVERIE GROUP PLC,STMM,DSCV,United Kingdom,LSE,GBP
DENR,USA,USD,US,US25470P1021,Discovery Energy Corp,Common Stock,0.1,2022-08-02,,,,,,,DISCOVERY ENERGY CORP,Energy,DISCOVERY ENERGY CORP,LIMITED,DENR,,,
DSCR,USA,USD,US,US25470V1098,Discovery Minerals,Common Stock,0.0002,2022-08-02,,,,,,,DISCOVERY MINERALS LTD,Basic Materials,DISCOVERY MINERALS LTD,LIMITED,DSCR,,,
DCAL,India,INR,NSE,INE385W01011,Dishman Carbogen Amcis Limited,Common Stock,122.8,2022-08-03,,,,,,,DISHMAN CARBOGEN AMCIS LIMITED,"Consumer, Non-cyclical",DISHMAN CARBOGEN AMCIS LIMITED,DCAL,DCAL,India,NSE,INR
DSTL,USA,USD,US,US26922A3216,Distillate US Fundamental Stability & Value,ETF,42.72,2022-08-03,,,,,,,DISTILLATE US FUNDAMENTAL ST,,DISTILLATE US FUNDAMENTAL ST,DSTL,DSTL,,,
DIA,Spain,EUR,MC,ES0126775032,Distribuidora Internacional de Alimentación S.A,Common Stock,0.0152,2022-08-03,,,,,,,DISTRIBUIDORA INTERNACIONAL,"Consumer, Non-cyclical",DISTRIBUIDORA INTERNACIONAL,DIDAN,DIDAN,Mexico,MEXI,MXN
DFCH,UK,GBX,LSE,GB00BJ7HMR72,Distribution Finance Capital Holdings PLC,Common Stock,35.5,2022-08-03,,,,,,,DISTRIBUTION FINANCE CAPITAL,Financial,DISTRIBUTION FINANCE CAPITAL,ASQ1,DFCH,United Kingdom,LSE,GBP
DCOP,Canada,CAD,V,CA25484L2049,District Copper Corp,Common Stock,0.12,2022-08-02,,,,,,,DISTRICT COPPER CORP,Basic Materials,DISTRICT COPPER CORP,DCOP,DCOP,,,
DNL,UK,GBX,LSE,GB00BDB6Q760,Diurnal Group PLC,Common Stock,9.75,2022-08-03,,,,,,,DIURNAL GROUP PLC,"Consumer, Non-cyclical",DIURNAL GROUP PLC,ASQ1,DNL,United Kingdom,LSE,GBP
DIVI,UK,GBX,LSE,GB00B65TLW28,Diverse Income Trust PLC,Common Stock,97.0,2022-08-03,,,,,,,DIVERSE INCOME TRUST PLC/THE,,DIVERSE INCOME TRUST PLC/THE,SSMM,DIVI,United Kingdom,LSE,GBP
DF,Canada,CAD,TO,CA25537W1086,Dividend 15 Split Corp II,Common Stock,4.66,2022-08-02,,,,,,,DIVIDEND 15 SPLIT CORP II-A,,DIVIDEND 15 SPLIT CORP II-A,DF,DF,,,
DGS,Canada,CAD,TO,CA25537Y1043,Dividend Growth Split Corp,Common Stock,6.19,2022-08-02,,,,,,,DIVIDEND GROWTH SPLIT CORP-A,,DIVIDEND GROWTH SPLIT CORP-A,DGS,DGS,,,
DXYN,USA,USD,US,US2555191004,The Dixie Group Inc,Common Stock,1.56,2022-08-03,,,,,,,DIXIE GROUP INC,"Consumer, Cyclical",DIXIE GROUP INC,NMS,DXYN,,,
DIXON,India,INR,NSE,INE935N01020,Dixon Technologies (India) Limited,Common Stock,3755.3,2022-08-03,,,,,,,DIXON TECHNOLOGIES INDIA LTD,"Consumer, Cyclical",DIXON TECHNOLOGIES INDIA LTD,DIXON,DIXON,India,NSE,INR
DKSH,Switzerland,CHF,SW,CH0126673539,DKSH Holding AG,Common Stock,77.3,2022-08-03,,,,,,,DKSH HOLDING AG,Communications,DKSH HOLDING AG,XETRA,DS5,Germany,FWB,EUR
DLF,India,INR,NSE,INE271C01023,DLF Limited,Common Stock,372.2,2022-08-03,,,,,,,DLF LIMITED,Financial,DLF LIMITED,DLF,DLF,India,NSE,INR
6141,Japan,JPY,TSE,JP3924800000,Dmg Mori Seiki Co Ltd,Common Stock,1770.0,2022-08-03,,,,,,,DMG MORI CO LTD,Industrial,DMG MORI CO LTD,6141,6141,Japan,TSEJ,JPY
DNO,Norway,NOK,OL,NO0003921009,Dno ASA,Common Stock,13.52,2022-08-03,,,,,,,DNO ASA,Energy,DNO ASA,DNO,DNO,Norway,OSE,NOK
DNP,USA,USD,US,US23325P1049,DNP Select Income Closed Fund,FUND,11.36,2022-08-03,,,,,,,DNP SELECT INCOME FUND INC,,DNP SELECT INCOME FUND INC,DNP,DNP,,,
AJ91,Germany,EUR,XETRA,DE000A1A6WE6,DocCheck AG,Common Stock,15.15,2022-08-03,,,,,,,DOCCHECK AG,Communications,DOCCHECK AG,XETRA,AJ91,Germany,IBIS,EUR
DPAM,France,EUR,PA,FR0000065260,Les Docks des Pétroles d'Ambès -SA,Common Stock,454.0,2022-08-03,,,,,,,DOCKS DES PETROLES D'AMBES,"Consumer, Cyclical",DOCKS DES PETROLES D'AMBES,DPAM,DPAM,France,SBF,EUR
DOGZ,USA,USD,US,VGG2788T1030,Dogness International Corp Class A,Common Stock,1.65,2022-08-02,,,,,,,DOGNESS INTERNATIONAL CORP-A,"Consumer, Cyclical",DOGNESS INTERNATIONAL CORP-A,NMS,DOGZ,,,
DLB,USA,USD,US,US25659T1079,Dolby Laboratories,Common Stock,78.34,2022-08-03,,,,,,,DOLBY LABORATORIES INC-CL A,"Consumer, Cyclical",DOLBY LABORATORIES INC-CL A,DLB,DLB,,,
DG,USA,USD,US,US2566771059,Dollar General Corporation,Common Stock,251.99,2022-08-03,,,,,,,DOLLAR GENERAL CORP,"Consumer, Cyclical",DOLLAR GENERAL CORP,DG,DG,,,
DOLLAR,India,INR,NSE,INE325C01035,Dollar Industries Limited,Common Stock,453.7,2022-08-03,,,,,,,DOLLAR INDUSTRIES LTD,"Consumer, Cyclical",DOLLAR INDUSTRIES LTD,DOLLAR,DOLLAR,India,NSE,INR
DOLLF,USA,USD,US,CA2568272058,Dolly Varden Silver Corporation,Common Stock,0.51,2022-08-02,,,,,,,DOLLY VARDEN SILVER LTD,Basic Materials,DOLLY VARDEN SILVER LTD,DV,DV,,,
DCI,UK,GBX,LSE,VGG2803G1028,Dolphin Capital Investors Limited,Common Stock,3.1,2022-08-03,,,,,,,DOLPHIN CAPITAL INVESTORS,Financial,DOLPHIN CAPITAL INVESTORS,ASQ1,DCI,,,
DOM,Poland,PLN,WAR,PLDMDVL00012,Dom Development S.A.,Common Stock,88.6,2022-08-03,,,,,,,DOM DEVELOPMENT SA,"Consumer, Cyclical",DOM DEVELOPMENT SA,DOM,DOM,Poland,WSE,PLN
DCL,Australia,AUD,AU,AU000000DCL0,DomaCom Limited,Common Stock,0.065,2022-08-03,,,,,,,DOMACOM LTD,Communications,DOMACOM LTD,DCL,DCL,Australia,ASX,AUD
DOM,Sweden,SEK,ST,SE0007691613,Dometic Group AB (publ),Common Stock,68.42,2022-08-03,,,,,,,DOMETIC GROUP AB,"Consumer, Cyclical",DOMETIC GROUP AB,DOM,DOM,Sweden,SFB,SEK
DOMO,USA,USD,US,US2575541055,Domo Inc,Common Stock,29.18,2022-08-02,,,,,,,DOMO INC - CLASS B,Technology,DOMO INC - CLASS B,NMS,DOMO,,,
DCI,USA,USD,US,US2576511099,Donaldson Company Inc,Common Stock,54.52,2022-08-03,,,,,,,DONALDSON CO INC,Industrial,DONALDSON CO INC,DCI,DCI,,,
DONEAR,India,INR,NSE,INE668D01028,Donear Industries Limited,Common Stock,51.0,2022-08-03,,,,,,,DONEAR INDUSTRIES LTD,"Consumer, Cyclical",DONEAR INDUSTRIES LTD,DONEAR,DONEAR,India,NSE,INR
828,China,CNY,SHE,CNE000000R02,Dongguan Development Holdings Co Ltd,Common Stock,9.59,2022-08-03,,,,,,,DONGGUAN DEVELOPMENT HLDGS-A,"Consumer, Non-cyclical",DONGGUAN DEVELOPMENT HLDGS-A,000828,000828,China,SEHKSZSE,CNH
DRAL,Israel,ILA,TA,IL0010932023,Dor Alon,Common Stock,12650.0,2022-08-03,,,,,,,DOR ALON ENERGY IN ISRAEL,"Consumer, Cyclical",DOR ALON ENERGY IN ISRAEL,DRAL,DRAL,Israel,TASE,ILS
DRM_old,Australia,AUD,AU,AU000000DRM6,Demetallica Ltd,Common Stock,0.225,2022-08-03,,,,,,,DORAY MINERALS LTD,Basic Materials,DORAY MINERALS LTD,DRM,DRM,,,
LPG,USA,USD,US,MHY2106R1100,Dorian LPG Ltd,Common Stock,16.21,2022-08-03,,,,,,,DORIAN LPG LTD,Industrial,DORIAN LPG LTD,LPG,LPG,,,
DOR,Australia,AUD,AU,AU000000DOR2,Doriemus PLC,Common Stock,0.046,2022-08-03,,,,,,,DORIEMUS PLC-CDI,Financial,DORIEMUS PLC-CDI,DOR,DOR,,,
DOKA,Switzerland,CHF,SW,CH0011795959,Dorma Kaba Holding AG,Common Stock,454.0,2022-08-03,,,,,,,DORMAKABA HOLDING AG,Industrial,DORMAKABA HOLDING AG,XETRA,KABN,Germany,FWB,EUR
DSL,USA,USD,US,US2586221093,DoubleLine Income Solutions Fund,FUND,12.89,2022-08-02,,,,,,,DOUBLELINE INCOME SOLUTIONS,,DOUBLELINE INCOME SOLUTIONS,DSL,DSL,,,
