,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
4884,Sanchez Midstream Partners LP,Sanchez Midstream,SNMP,SANCHEZ MIDSTREAM PARTNERS L,98,76
14179,ShaMaran Petroleum Corp,ShaMaran Petroleum,SNMP,SANCHEZ MIDSTREAM PARTNERS L,39,39
25531,Sanden Corp,Sanden Corp,6444,SANDEN HOLDINGS CORP,71,71
6899,Sanderson Farms Inc,Sanderson Farms,SAFM,SANDERSON FARMS INC,100,88
1381,Sandfire Resources America Inc,Sandfire Resources America,SFR,SANDFIRE RESOURCES LTD,73,79
15995,Severfield PLC,Severfield-Rowen,SFR,SANDFIRE RESOURCES LTD,39,37
17269,Sandfire Resources NL,Sandfire Resources,SFR,SANDFIRE RESOURCES LTD,93,90
1062,SNC-Lavalin Group Inc.,SNC-Lavalin Group,SNC,SANDON CAPITAL INVESTMENTS L,37,36
9917,Sonaecom SGPS,Sonaecom,SNC,SANDON CAPITAL INVESTMENTS L,29,17
35336,SNC Former PCL,SNC Former,SNC,SANDON CAPITAL INVESTMENTS L,33,26
36539,Nam Can Seaproducts Import Export JSC,Nam Can Seaproducts Import Export,SNC,SANDON CAPITAL INVESTMENTS L,31,33
3829,SandRidge Energy Inc,Sandridge Energy,SD,SANDRIDGE ENERGY INC,100,89
1186,Peruvian Metals Corp,Peruvian Metals,PER,SANDRIDGE PERMIAN TRUST,28,32
21768,Sands China Ltd,Sands China,1928,SANDS CHINA LTD,100,85
25224,"Sekisui House, Ltd.",Sekisui House,1928,SANDS CHINA LTD,50,29
5063,Sandstorm Gold Ltd N,Sandstorm Gold Ltd N,SAND,SANDSTORM GOLD LTD,95,95
13752,Sandvik AB,Sandvik AB,SAND,SANDSTORM GOLD LTD,36,36
29316,Sand Nisko Capital Bhd,Sand Nisko,SAND,SANDSTORM GOLD LTD,40,43
6245,Service Properties Trust,Service Properties,SVC,SANDVINE CORP.,38,45
36554,Saigon General Service Corp,Saigon General Service Corp,SVC,SANDVINE CORP.,55,55
6400,Sandy Spring Bancorp Inc,Sandy Spring,SASR,SANDY SPRING BANCORP INC,100,67
25910,Sanei Architecture Planning Co Ltd,Sanei Architecture Plan,3228,SANEI ARCHITECTURE PLANNING,89,92
6548,Sangamo Therapeutics Inc,Sangamo Therapeutics,SGMO,SANGAMO THERAPEUTICS INC,100,91
22387,Dadi International Group Ltd,Dadi Intl,8130,SANGETSU CORP,29,27
27094,Sangetsu Co Ltd,Sangetsu Co Ltd,8130,SANGETSU CORP,79,79
38628,ALAHLI TAKAFUL COMPANY,ATC,8130,SANGETSU CORP,40,12
2026,Sangoma Technologies Corporation,Sangoma Technologies Corporation,STC,SANGOMA TECHNOLOGIES CORPORATION,100,100
3513,Stewart Information Services Corp,Stewart Info Services,STC,SANGOMA TECHNOLOGIES CORPORATION,49,23
17720,Sinetech Ltd,Sinetech,STC,SANGOMA TECHNOLOGIES CORPORATION,36,30
36160,Book And Educational Equipment JSC,Book And Educational Equipment JSC,STC,SANGOMA TECHNOLOGIES CORPORATION,27,27
26083,Sanix Inc,Sanix Inc,4651,SANIX INC,100,100
19098,Sanjiang Shopping Club Co Ltd,Sanjiang Shopping Club,601116,SANJIANG SHOPPING CLUB CO-A,89,90
25542,Sanken Electric Co Ltd,Sanken Electric Co Ltd,6707,SANKEN ELECTRIC CO LTD,100,100
25726,Sanki Engineering,Sanki Engineering,1961,SANKI ENGINEERING CO LTD,83,83
21751,Swire Properties Close Only,Swire Properties,1972,SANKO METAL INDUSTRIAL CO,27,24
25744,Sanko Metal Industrial Co Ltd,Sanko Metal Industrial,1972,SANKO METAL INDUSTRIAL CO,93,94
26977,Sankyo Tateyama Inc,Sankyo Tateyama Inc,5932,SANKYO TATEYAMA INC,100,100
3542,SLM Corp,SLM,SLM,SANLAM LTD,44,31
17042,Salmat Ltd,Salmat,SLM,SANLAM LTD,80,50
6901,Sanmina Corporation,Sanmina,SANM,SANMINA CORP,77,74
5287,Smith & Nephew SNATS Inc,Smith&Nephew SNATS,SNN,SANNE GROUP PLC,22,24
2588,Banco Santander SA,Santander,SAN,SANOFI,25,40
7755,Banco Santander SA ADR,Santander ADR,SAN,SANOFI,21,32
13532,Banco Santander,Santander,SAN,SANOFI,29,40
29952,Sanford Ltd,Sanford,SAN,SANOFI,47,62
27245,Sanoh Industrial Co Ltd,Sanoh Industrial,6584,SANOH INDUSTRIAL CO LTD,100,82
16671,M&C Saatchi,M&C Saatchi,SAA,SANOMA OYJ,38,38
50809,ProShares Ultra SmallCap600,ProShares Ultra SmallCap600,SAA,SANOMA OYJ,27,27
25597,Sanrio Co Ltd,Sanrio Co Ltd,8136,SANRIO CO LTD,100,100
28388,Sansan Inc,Sansan,4443,SANSAN INC,100,75
28654,Sansei Technologies Inc,Sansei Tech,6357,SANSEI TECHNOLOGIES INC,100,65
25770,Linical Co Ltd,Linical Co Ltd,2183,SANSHENG HOLDINGS GROUP CO L,38,38
22170,Seamless Green China Holdings Ltd,Seamless Green China,8150,SANSHIN ELECTRONICS CO LTD,44,17
28010,Sanshin Electronics Co Ltd,Sanshin Electronics,8150,SANSHIN ELECTRONICS CO LTD,100,84
34729,ChipMOS Technologies,ChipMOS,8150,SANSHIN ELECTRONICS CO LTD,35,18
38630,Allied Cooperative Insurance Group SJSC,Allied Insurance,8150,SANSHIN ELECTRONICS CO LTD,31,29
7059,Sprouts Farmers Market Inc,Sprouts Farmers,SFM,SANTA FE METALS CORP,35,40
17724,Santa Fe Minerals Ltd,Santa Fe Minerals,SFM,SANTA FE METALS CORP,68,76
7059,Sprouts Farmers Market Inc,Sprouts Farmers,SFM,SANTA FE MINERALS LTD,38,44
17724,Santa Fe Minerals Ltd,Santa Fe Minerals,SFM,SANTA FE MINERALS LTD,100,89
9256,Groupe Sfpi,Groupe Sfpi,SFPI,SANTA FE PETROLEUM INC,18,18
16408,Sabien Technology Group Plc,Sabien,SNT,SANTAM LTD,32,38
39210,SMI,SMI,SMI,SANTANA MINERALS LIMITED,15,15
17219,Starpharma Holdings Ltd,Starpharma Holdings,SPL,SANTANDER BANK POLSKA SA,34,37
2588,Banco Santander SA,Santander,SAN,SANTANDER UK PLC,65,72
7755,Banco Santander SA ADR,Santander ADR,SAN,SANTANDER UK PLC,58,69
13532,Banco Santander,Santander,SAN,SANTANDER UK PLC,71,72
29952,Sanford Ltd,Sanford,SAN,SANTANDER UK PLC,44,35
26601,Santec Corp,Santec,6777,SANTEC CORP,100,71
25478,Santen Pharmaceutical Co Ltd,Santen Pharmaceutical Co Ltd,4536,SANTEN PHARMACEUTICAL CO LTD,100,100
34593,Topkey Corp,Topkey,4536,SANTEN PHARMACEUTICAL CO LTD,31,18
14943,Santhera Pharmaceuticals Holding AG,Santhera Pharmaceuticals Holding,SANN,SANTHERA PHARMACEUTICALS-REG,76,80
17049,Santos Ltd,Santos,STO,SANTOS LIMITED,83,60
28162,Sanwa Company Ltd,Sanwa,3187,SANWA COMPANY LTD,100,45
25509,Sanwa Holdings Corp,Sanwa Holdings Corp,5929,SANWA HOLDINGS CORP,100,100
24296,Sanwaria Agro Oils Ltd,Sanwaria Agro Oils Ltd,SNWR,SANWIRE CORP,41,41
21478,Sanxiang Co Ltd,Sanxiang A,000863,SANXIANG IMPRESSION CO LTD-A,70,53
21842,Sany Heavy Equipment International Holdings Co Ltd,Sany Heavy Equipment Int,0631,SANY HEAVY EQUIPMENT INTL,67,98
18371,Sany Heavy Industry Co Ltd,Sany Heavy Industry,600031,SANY HEAVY INDUSTRY CO LTD-A,96,81
26052,Sanyo Chemical Industries Ltd,Sanyo Chemical Industries,4471,SANYO CHEMICAL INDUSTRIES,93,100
27012,Sanyo Denki Co Ltd,Sanyo Denki Co Ltd,6516,SANYO DENKI CO LTD,100,100
27914,Sanyo Electric Railway Co Ltd,Sanyo Electric Railway,9052,SANYO ELECTRIC RAILWAY CO,93,94
25667,Sanyo Homes Corp,Sanyo Homes Corp,1420,SANYO HOMES CORP,100,100
22295,Polyard Petroleum International Group Ltd,Polyard Petroleum Intl Group,8011,SANYO SHOKAI LTD,18,14
27307,Sanyo Shokai Ltd,Sanyo Shokai Ltd,8011,SANYO SHOKAI LTD,100,100
34713,Tai Tung Communication Co Ltd,TTCC,8011,SANYO SHOKAI LTD,27,10
38776,Anb Insurance,Anb Insurance,8011,SANYO SHOKAI LTD,34,34
25504,Sanyo Special Steel Co Ltd,Sanyo Special Steel Co Ltd,5481,SANYO SPECIAL STEEL CO LTD,100,100
25898,Sanyo Trading Co Ltd,Sanyo Trading,3176,SANYO TRADING CO LTD,100,79
34974,Medigen Biotechnology,Medigen BioTech,3176,SANYO TRADING CO LTD,29,29
6712,Sapiens International Corporation NV,Sapiens,SPNS,SAPIENS INTERNATIONAL CORP,84,42
85,SAP DRC,SAP AG DRC,SAP,SAPPI LIMITED,50,43
1055,Saputo Inc,Saputo,SAP,SAPPI LIMITED,43,32
7753,SAP AG ADR,SAP ADR,SAP,SAPPI LIMITED,43,50
11222,SAP,SAP,SAP,SAPPI LIMITED,38,38
13134,SAP SE,SAP,SAP,SAPPI LIMITED,32,38
36119,Textbook Printing JSC in Ho Chi Minh City,Textbook Printing,SAP,SAPPI LIMITED,19,27
25248,Sapporo Holdings Ltd.,Sapporo Holdings,2501,SAPPORO HOLDINGS LTD.,100,89
34360,Cathay Real Estate Development Co Ltd,Cathay RED,2501,SAPPORO HOLDINGS LTD.,39,13
10482,Saracen Mineral Holdings Ltd,Saracen Mineral Holdings,SIH,SARACEN MINERAL HOLDINGS LIMITED,93,86
17218,Sihayo Gold Ltd,Sihayo Gold,SIH,SARACEN MINERAL HOLDINGS LIMITED,43,28
2047,Sarama Resourc,Sarama Resourc,SWA,SARAMA RESOURCES LTD,82,82
16564,Sareum Hldgs Plc,Sareum,SAR,SARATOGA INVESTMENT CORP,25,20
17154,Saracen Mineral Holdings Ltd,Saracen Mineral Holdings,SAR,SARATOGA INVESTMENT CORP,35,38
16564,Sareum Hldgs Plc,Sareum,SAR,SARATOGA INVESTMENT CORP,25,20
17154,Saracen Mineral Holdings Ltd,Saracen Mineral Holdings,SAR,SARATOGA INVESTMENT CORP,35,38
3991,Sarepta Therapeutics Inc,Sarepta,SRPT,SAREPTA THERAPEUTICS INC,100,45
31302,STAR Pharmaceutical Ltd,STAR Pharmaceutical Ltd,SRPT,SAREPTA THERAPEUTICS INC,43,43
51314,WisdomTree International MidCap Dividend,WisdomTree International MidCap Dividend,DIM,SARTORIUS STEDIM BIOTECH,16,16
8749,SAS AB,SAS,SAS,SAS AB,100,67
17577,SKY and Space Global Ltd,SKY and Space,SAS,SAS AB,33,42
36514,Southern Airports Services JSC,Southern Airports Services JSC,SAS,SAS AB,22,22
28645,Sasakura Engineering Co Ltd,Sasakura Engineering,6303,SASAKURA ENGINEERING CO LTD,100,85
5594,ReneSola Ltd,ReneSola,SOL,SASOL LTD,67,35
15265,Solvalor 61 Fonds De Placement Immobilier,Solvalor 61,SOL,SASOL LTD,24,40
17044,Washington H Soul Pattinson&Co Ltd,Washington H Soul Pattinson,SOL,SASOL LTD,37,33
25686,Sata Construction,Sata Construction,1826,SATA CONSTRUCTION CO LTD,83,83
16631,Steppe Cement,Steppe Cement,STCM,SATCOM SYSTEMS LTD,32,32
18195,Standard Ceramic Industries Ltd,Standard Ceramic,STCM,SATCOM SYSTEMS LTD,24,18
31307,Straits Trading Company Ltd,Straits Trading Company Ltd,STCM,SATCOM SYSTEMS LTD,40,40
37716,Satcom System,Satcom System,STCM,SATCOM SYSTEMS LTD,84,84
995,iA Financial,iA Financial,IAG,SATIS GROUP SA,15,15
5585,Iamgold Corporation,IAMGold,IAG,SATIS GROUP SA,30,19
10402,Insurance Australia Group Ltd,Insurance Australia Group,IAG,SATIS GROUP SA,47,41
26315,Sato Foods Industries Co Ltd,Sato Foods Industries,2814,SATO FOODS INDUSTRIES CO LTD,100,86
26994,Sato Holdings Corp,Sato Holdings Corp,6287,SATO HOLDINGS CORP,100,100
27948,Satori Electric Co Ltd,Satori Electric,7420,SATORI ELECTRIC CO LTD,100,81
7752,Anheuser Busch Inbev NV ADR,Anheuser Busch ADR,BUD,SATORI RESOURCES INC,13,11
37198,Ba Ria Vung Tau Urban Seweraga and Development Ltd Co,Ba Ria Vung Tau Urban,BUD,SATORI RESOURCES INC,22,24
2061,Saturn Oil & Gas Inc,Saturn Oil,SOIL,SATURN OIL & GAS INC,100,71
29768,Solid Automotive Bhd,Solid Automotive,SOIL,SATURN OIL & GAS INC,21,24
31296,Soilbuild Construction Group Ltd,Soilbuild Construction Group Ltd,SOIL,SATURN OIL & GAS INC,24,24
44946,ETFS WTI Short Crude Oil,ETFS WTI Short Crude Oil,SOIL,SATURN OIL & GAS INC,38,38
48263,WisdomTree WTI Crude Oil 1x Daily Short,ETFS WTI Short Crude Oil,SOIL,SATURN OIL & GAS INC,35,38
49813,Global X Fertilizers/Potash,Global X Fertilizers/Potash,SOIL,SATURN OIL & GAS INC,18,18
14942,Schaffner Holding AG,Schaffner Holding AG,SAHN,SAUDI AMERICAN HOLDINGS CORP,50,50
31237,Sen Yue Holdings Ltd,Sen Yue Holdings,SENY,SAUER ENERGY INC,28,31
36146,SHS,SHS,SHS,SAUER-DANFOSS INC,20,20
5501,Saul Centers Inc,Saul Centers,BFS,SAUL CENTERS INC,100,86
7205,Smart Sand Inc,Smart Sand,SND,SAUNDERS INTERNATIONAL LTD,40,33
16567,Sanderson Group,Sanderson,SND,SAUNDERS INTERNATIONAL LTD,49,40
36515,Savimex Corp,Savimex Corp,SAV,SAVANNAH RESOURCES PLC,29,29
6555,Savara Inc,Savara,SVRA,SAVARA INC,100,75
1730,Savaria Corporation,Savaria Corporation,SIS,SAVARIA CORP.,77,77
2465,Grupo de Inversiones Suramericana SA,Suramericana,SIS,SAVARIA CORP.,38,42
11188,Societa Iniziative Autostradali e Servizi SpA,SIAS,SIS,SAVARIA CORP.,21,38
35335,SIS Distribution Thailand PCL,SIS Distribution,SIS,SAVARIA CORP.,24,29
2488,Grupo Bolivar SA,Grupo Bolivar,SCA,SAVARY GOLD CORP,50,34
7848,Siderurgica Venezolana Sivensa SA,Sivensa,SVS,SAVILLS PLC,23,22
15932,Savills,Savills,SVS,SAVILLS PLC,78,78
26753,Sawada Holdings Co Ltd,Sawada,8699,SAWADA HOLDINGS CO LTD,100,43
26070,Sawai Pharmaceutical Co Ltd,Sawai Pharmaceutical,4555,SAWAI PHARMACEUTICAL CO LTD,100,85
34839,Taiwan Chelic Corp Ltd,Taiwan Chelic,4555,SAWAI PHARMACEUTICAL CO LTD,45,35
27375,SAXA Holdings Inc,SAXA Holdings Inc,6675,SAXA HOLDINGS INC,100,100
8155,Stroeer SE & Co KGaA,Stroeer,SAXG,SAXLUND GROUP AB,24,17
10030,Stroeer SE,Stroeer,SAXG,SAXLUND GROUP AB,23,17
26231,Saylor Advertising Inc,Saylor Advertising,2156,SAYLOR ADVERTISING INC,100,90
6397,Rurban Financial,Rurban,SBFG,SB FINANCIAL GROUP INC,68,14
6401,SB One Bancorp,SB One,SBBX,SB ONE BANCORP,100,60
4832,SBA Communications Corp,SBA Communications,SBAC,SBA COMMUNICATIONS CORP,100,88
25613,SBI Holdings Inc,SBI Holdings Inc,8473,SBI HOLDINGS INC,100,100
34851,Forest Water Environmental Eng Co Ltd,Forest Water Environmental,8473,SBI HOLDINGS INC,23,19
25803,SBS Holdings Inc,SBS Holdings Inc,2384,SBS HOLDINGS INC,100,100
26128,Fusion Partners Co,Fusion Partners Co,4845,SCALA INC,30,30
13662,Inclam CO2 SA,Inclam CO2 SA,INC,SCANA ASA,27,27
36013,IDICO INCON,IDICO INCON,INC,SCANA ASA,30,30
17391,Scentre Group Ltd,Scentre,SCG,SCANA CORP,44,35
35295,Sahacogen Chonburi PCL,Sahacogen Chonburi,SCG,SCANA CORP,19,21
33833,Serendib Hotels PLC,Serendib Hotels,SHOT,SCANDIC HOTELS GROUP AB,52,58
38280,National Ranges Co KPSC,National Ranges,SHOT,SCANDIC HOTELS GROUP AB,26,26
14951,Starrag Group Holding AG,Starrag Group Holding AG,STGN,SCANDINAVIAN TOBACCO GROUP A,50,50
1585,Scandium Interna,Scandium Interna,SCY,SCANDIUM INTERNATIONAL MININ,73,73
29959,Smiths City Group Ltd,Smiths City,SCY,SCANDIUM INTERNATIONAL MININ,33,31
6705,ScanSource Inc,ScanSource,SCSC,SCANSOURCE INC,100,83
16302,Scapa Group Plc,Scapa,SCPA,SCAPA GROUP PLC,100,50
9229,Soc Centrale Bois Scieries Manche SA,SCBSM,CBSM,SCBSM,15,100
13199,Buryatzoloto ao,Buryatzoloto ao,BRZL,SCEPTER HOLDINGS INC,17,17
11620,Simonds Farsons Cisk PLC,Simonds Farsons Cisk,SFC,SCHAFFER CORPORATION LIMITED,38,38
17891,Schaffer Corporation Ltd,Schaffer Corporation Ltd,SFC,SCHAFFER CORPORATION LIMITED,92,92
36526,Saigon Fuel JSC,Saigon Fuel JSC,SFC,SCHAFFER CORPORATION LIMITED,23,23
50857,Schwab US Dividend Equity,Schwab US Dividend Equity,SCHD,SCHEERDERS VAN KERCHOVE'S VE,26,26
35899,S Hotels And Resorts Public Co Ltd,S Hotels And Resorts,SHR,SCHINDLER HOLDING AG-REG,41,45
14953,Schlatter Industries AG,Schlatter Industries AG,STRN,SCHLATTER INDUSTRIES AG,100,100
3713,Schlumberger NV,Schlumberger,SLB,SCHLUMBERGER LTD,84,86
6919,Schmitt Industries Inc,Schmitt,SMIT,SCHMITT INDUSTRIES INC,100,48
35296,Sahamit Machinery PCL,Sahamit Machinery,SMIT,SCHMITT INDUSTRIES INC,42,46
6904,Scholastic Corporation,Scholastic,SCHL,SCHOLASTIC CORP,81,80
8751,Schouw & Co.,Schouw&Co,SCHO,SCHOLIUM GROUP PLC,52,52
50855,Schwab Short Term US Treasury,Schwab Short Term US Treasury,SCHO,SCHOLIUM GROUP PLC,21,21
8751,Schouw & Co.,Schouw&Co,SCHO,SCHOUW & CO,100,100
50855,Schwab Short Term US Treasury,Schwab Short Term US Treasury,SCHO,SCHOUW & CO,26,26
5538,AptarGroup Inc,AptarGroup,ATR,SCHRODER ASIAN TOTAL RETURN,29,27
16874,Astron Corporation Ltd,Astron Corporation,ATR,SCHRODER ASIAN TOTAL RETURN,37,31
16347,Schroder Income Growth Fund,Schroder Income,SCF,SCHRODER INCOME GROWTH FUND,100,71
16372,Schroder Japan Growth Fund,Schroder Japan,SJG,SCHRODER JAPAN GROWTH FUND,100,70
37187,Song Da Corp,Song Da,SJG,SCHRODER JAPAN GROWTH FUND,26,30
15919,Schroders PLC,Schroders,SDR,SCHRODERS PLC,100,82
1056,ShawCor Ltd.,ShawCor,SCL,SCHROLE GROUP LTD,50,8
5619,Stepan Company,Stepan,SCL,SCHROLE GROUP LTD,32,9
17501,Schrole Group Ltd,Schrole,SCL,SCHROLE GROUP LTD,100,58
30023,Scales Corporation Ltd,Scales,SCL,SCHROLE GROUP LTD,56,35
30480,Shield Corp Ltd,Shield Corp Ltd,SCL,SCHROLE GROUP LTD,62,62
36120,SONGDA CAO CUO,SONGDA CAO CUO,SCL,SCHROLE GROUP LTD,32,32
7468,Schultze Special Purpose Acquisition Corp,Schultze Special,SAMA,SCHULTZE SPECIAL PURPOSE ACQ,81,73
2987,Charles Schwab Corp,Charles Schwab,SCHW,SCHWAB (CHARLES) CORP,100,85
3378,The Charles Schwab Corporation,Charles Schwab,SCHW,SCHWAB (CHARLES) CORP,78,85
50869,Schwab amental US Small Company,Schwab amental US Small Company,FNDA,SCHWAB FUNDAMENTAL SMALL CAP,68,68
5120,Schweitzer-Mauduit International,Schweitzer-Mauduit,SWM,SCHWEITZER-MAUDUIT INTL INC,78,80
17097,Seven West Media Ltd,Seven West Media,SWM,SCHWEITZER-MAUDUIT INTL INC,38,33
14056,Scibase AB,Scibase AB,SCIB,SCIBASE HOLDING AB,71,71
29531,Sarawak Consolidated Industries Bhd,Sarawak Consolidated Industries,SCIB,SCIBASE HOLDING AB,38,33
6375,Scnc App In,Scnc App In,SAIC,SCIENCE APPLICATIONS INTE,61,61
1730,Savaria Corporation,Savaria Corporation,SIS,SCIENCE IN SPORT PLC,26,26
2465,Grupo de Inversiones Suramericana SA,Suramericana,SIS,SCIENCE IN SPORT PLC,25,12
11188,Societa Iniziative Autostradali e Servizi SpA,SIAS,SIS,SCIENCE IN SPORT PLC,31,17
35335,SIS Distribution Thailand PCL,SIS Distribution,SIS,SCIENCE IN SPORT PLC,37,33
6913,Scientific Games Corp,Scientific Games,SGMS,SCIENTIFIC GAMES CORP,100,86
30844,Sembcorp Industries Ltd,Semb Corp,SCIL,SCIENTIFIC LEARNING CORP,17,36
27606,SCiNEX Corp,SCiNEX,2376,SCINEX CORP,100,71
34274,Gigabyte Technology Co Ltd,Gigabyte Tech,2376,SCINEX CORP,27,8
6833,Sciplay Corp,Sciplay,SCPL,SCIPLAY CORP-CLASS A,75,52
5047,SunLink Health Systems Inc,SunLink,SSY,SCISYS GROUP PLC,38,26
16762,Scisys Group PLC,Scisys Group,SSY,SCISYS GROUP PLC,100,86
39630,Stellar Capital Partners Ltd,Stellar Capital Partners Ltd,SCPJ,SCOPE INDUSTRIES,32,32
45641,WisdomTree Copper 1x Daily Short,ETFS Short Copper,SCOP,SCOPE METALS GROUP LTD,19,41
35674,Scan Inter PCL,Scan Inter,SCN,SCORPION MINERALS LTD,51,52
16213,Scotgold Resources Ltd,Scotgold Resources,SGZ,SCOTGOLD RESOURCES LTD,100,90
16394,Scottish American Investment Co,Scottish American,SCAM,SCOTTISH AMERICAN INV COMP,84,79
15989,Scottish Investment Trust,Scottish Investment,SCIN,SCOTTISH INVESTMENT TRUST,100,86
1183,Sierra Metals Inc.,Sierra Metals Inc.,SMT,SCOTTISH MORTGAGE INV TR PLC,49,49
15938,Scottish Mortgage Investment Trust PLC,Scottish Mortgage,SMT,SCOTTISH MORTGAGE INV TR PLC,85,76
35347,Stars Microelectronics Thailand PCL,Stars Microelectronics,SMT,SCOTTISH MORTGAGE INV TR PLC,35,28
36153,SMT,SMT,SMT,SCOTTISH MORTGAGE INV TR PLC,13,13
37715,Summit,Summit,SMT,SCOTTISH MORTGAGE INV TR PLC,12,12
5286,Scotts Miracle-Gro Company,Scotts Miracle-Gro,SMG,SCOTTS MIRACLE-GRO CO,89,92
39837,Magasin General,MAGASIN GENERAL,SMG,SCOTTS MIRACLE-GRO CO,28,28
14653,Scout Gaming Group AB,Scout Gaming,SCOUT,SCOUT GAMING GROUP AB,100,73
12942,Toyota Caetano,Toyota Caetano,SCT,SCOUT SECURITY LTD,25,25
30024,Scott Technology Ltd,Scott Tech,SCT,SCOUT SECURITY LTD,63,50
39140,Southern Cross Tourist Com Ltd,Southern Cross Tourist Com Ltd,SCT,SCOUT SECURITY LTD,54,54
1377,ScoZinc Mining Ltd,ScoZinc Mining,SZM,SCOZINC MINING LTD,100,88
7923,Sanochemia Pharmazeutika AG,Sanochemia Pharmazeutika,SCPH,SCPHARMACEUTICALS INC,54,53
25251,"Dainippon Screen Mfg. Co., Ltd.",Dainippon Screen Mfg.,7735,SCREEN HOLDINGS CO LTD,69,52
7764,Sanofi ADR,Sanofi ADR,SNY,SCRIPPS NETWORKS INTER-CL A,32,32
11822,Stolt-Nielsen Limited,Stolt-Nielsen,SNI,SCRIPPS NETWORKS INTERACTIVE,37,20
22139,Yuxing InfoTech Investment Holdings Ltd,Yuxing InfoTech Invest,8005,SCROLL CORP,12,18
27821,Scroll Corp,Scroll Corp,8005,SCROLL CORP,100,100
5571,Steelcase Inc,Steelcase,SCS,SCS GROUP PLC,38,27
36954,Sai Gon Cargo Service Corp,Sai Gon Cargo,SCS,SCS GROUP PLC,36,38
45880,Nikko MSCI Japan Equity High Dividend Low Volatility,Nikko MSCI JP Eq High Div Low Vol,1399,SCUD GROUP LTD,21,30
1372,Salazar Resources Limited,Salazar Resources,SRL,SCULLY ROYALTY LTD,37,17
3676,MFC Bancorp Ltd,MFC Bancorp,SRL,SCULLY ROYALTY LTD,30,14
7200,Alliance MMA Inc,Alliance MMA,WORX,SCWORX CORP,22,17
11987,SD Standard Drilling PLC,SD Standard Drilling,SDSD,SD STANDARD DRILLING PLC,100,91
18383,SDIC Essence Holdings Co Ltd,SDIC Essence Holdings,600061,SDIC CAPITAL CO LTD-A,45,33
19038,SDIC Power Holdings Co Ltd,SDIC Power,600886,SDIC POWER HOLDINGS CO LTD-A,96,53
16126,SDL PLC,SDL,SDL,SDL PLC,100,60
17030,Sundance Resources Ltd,Sundance Resources,SDL,SDL PLC,34,32
30053,Solution Dynamics Ltd,Solution Dynamics,SDL,SDL PLC,29,33
28411,Shodensya Co Ltd,Shodensya,1711,SDS HOLDINGS CO LTD,57,36
34139,Everlight Chemical Industrial Corp,Everlight Chemical,1711,SDS HOLDINGS CO LTD,30,22
26374,S E Corp,S E,3423,SE CORP,80,40
22592,S E A Holdings Ltd,S E A,0251,SEA HOLDINGS LTD,82,29
11858,Seabird Explor,Seabird Explor,SBX,SEABIRD EXPLORATION PLC,76,76
2062,Smart Employee Benefits,Smart Employee Benefits,SEB,SEABOARD CORP,28,28
5043,Seaboard Corp,Seaboard,SEB,SEABOARD CORP,100,76
36137,MIEN TRUNG PID,MIEN TRUNG PID,SEB,SEABOARD CORP,7,7
1350,Southern Arc Minerals Inc,Southern Arc Minerals,SA,SEABRIDGE GOLD INC,37,36
7777,Seabridge Gold Inc,Seabridge Gold,SA,SEABRIDGE GOLD INC,100,88
11858,Seabird Explor,Seabird Explor,SBX,SEABRIGHT HOLDINGS INC,39,39
7492,SeaChange International Inc,SeaChange,SEAC,SEACHANGE INTERNATIONAL INC,100,50
6402,Seacoast Banking Corporation of Florida,Seacoast Banking Florida,SBCF,SEACOAST BANKING CORP/FL,76,79
5406,SEACOR Holdings Inc,SEACOR,CKH,SEACOR HOLDINGS INC,100,48
37001,Hai Phong Machinery Manufacturing JSC,Hai Phong Machinery,CKH,SEACOR HOLDINGS INC,21,21
12279,Silvano Fashion Group AS,Silvano Fashion,SFG,SEAFARMS GROUP LTD,38,24
17261,Seafarms Group Ltd,Seafarms,SFG,SEAFARMS GROUP LTD,100,62
36527,Southern Fertilizer JSC,Southern Fertilizer JSC,SFG,SEAFARMS GROUP LTD,29,29
3725,Seagate Technology PLC,Seagate,STX,SEAGATE TECHNOLOGY PLC,100,48
17895,Strike Energy Ltd,Strike Energy Ltd,STX,SEAGATE TECHNOLOGY PLC,21,21
50691,ProShares UltraShort S&P500,ProShares UltraShort S&P500,SDS,SEAIR INC.,22,22
19562,Sealand Securities Co Ltd,Sealand Securiti A,000750,SEALAND SECURITIES CO LTD -A,96,80
3533,Sealed Air Corporation,Sealed Air,SEE,SEALED AIR CORP,81,80
17314,Sealink Travel Group Ltd,Sealink Travel,SLK,SEALINK TRAVEL GROUP LTD,100,74
22170,Seamless Green China Holdings Ltd,Seamless Green China,8150,SEAMLESS GREEN CHINA HLGS,86,89
28010,Sanshin Electronics Co Ltd,Sanshin Electronics,8150,SEAMLESS GREEN CHINA HLGS,16,18
34729,ChipMOS Technologies,ChipMOS,8150,SEAMLESS GREEN CHINA HLGS,40,25
38630,Allied Cooperative Insurance Group SJSC,Allied Insurance,8150,SEAMLESS GREEN CHINA HLGS,28,20
3296,Sears Holdings Corp,Sears,SHLDQ,SEARS HOLDINGS CORP,100,42
3760,Seattle Genetics Inc,Seattle Genetics,SGEN,SEATTLE GENETICS INC,100,89
31298,Sevak Ltd,Sevak,SEVA,SEAWAY VALLEY CAPITAL CORP,34,26
28541,Secom Joshinetsu Co Ltd,Secom Joshinetsu,4342,SECOM JOSHINETSU CO LTD,100,82
